     406 ORACLE 0x065FC = 0x00005000
     407 WR     0x065FC = 0x00001000
     408 ORACLE 0x065FC = 0x00001000
     409 WR     0x065FC = 0x00005000
     410 ORACLE 0x065FC = 0x00005000
     411 WR     0x065FC = 0x00001000
     412 ORACLE 0x065FC = 0x00001000
     413 WR     0x065FC = 0x00005000
     414 ORACLE 0x065FC = 0x00005000
     415 WR     0x065FC = 0x00001000
     416 ORACLE 0x065FC = 0x00001000
     417 WR     0x065FC = 0x00005000
     418 ORACLE 0x065FC = 0x00005000
     419 WR     0x065FC = 0x00001000
     420 ORACLE 0x065FC = 0x00001000
     421 WR     0x065FC = 0x00005000
     422 ORACLE 0x065FC = 0x00005000
     423 WR     0x065FC = 0x00001000
     424 ORACLE 0x065FC = 0x00001000
     425 WR     0x065FC = 0x00005000
     426 ORACLE 0x065FC = 0x00005000
     427 WR     0x065FC = 0x00001000
     428 ORACLE 0x065FC = 0x00001000
     429 WR     0x065FC = 0x00005000
     430 ORACLE 0x065FC = 0x00005000
     431 WR     0x065FC = 0x00001000
     432 ORACLE 0x065FC = 0x00001000
     433 WR     0x065FC = 0x00005000
     434 ORACLE 0x065FC = 0x00005000
     435 WR     0x065FC = 0x00001000
     436 ORACLE 0x065FC = 0x00001000
     437 WR     0x065FC = 0x00005000
     438 ORACLE 0x065FC = 0x00005000
     439 WR     0x065FC = 0x00001000
     440 ORACLE 0x065FC = 0x00001000
     441 WR     0x065FC = 0x00005000
     442 ORACLE 0x065FC = 0x00005000
     443 WR     0x065FC = 0x00001000
     444 ORACLE 0x065FC = 0x00001000
     445 WR     0x065FC = 0x00005000
     446 ORACLE 0x065FC = 0x00005000
     447 WR     0x065FC = 0x00001000
     448 ORACLE 0x065FC = 0x00001000
     449 WR     0x065FC = 0x00005000
     450 ORACLE 0x065FC = 0x00005000
     451 WR     0x065FC = 0x00001000
     452 ORACLE 0x0642C = 0x0B0B0100
     453 WR     0x0642C = 0x0B0B0101
     454 ORACLE 0x0642C = 0x0B0B0101
     455 WR     0x0642C = 0x0B000101
     456 ORACLE 0x06430 = 0x04040000
     457 WR     0x06430 = 0x04040001
     458 ORACLE 0x06430 = 0x04040001
     459 WR     0x06430 = 0x04000001
     460 ORACLE 0x017D0 = 0x7FFFFFFF
     461 WR     0x017D0 = 0x7FFFFFDF
